first_name,last_name,username,date_of_birth,gender,class_name,parent_name,parent_email,parent_phone
Folake,Olowu,folake.olowu,2008-07-23,FEMALE,SS3 Science,Mrs Olowu,parent.folake.olowu.olowu@gmail.com,080370725638
Patience,Iheanacho,patience.iheanacho,2006-08-11,FEMALE,SS3 Science,Mrs Iheanacho,parent.patience.iheanacho.iheanacho@gmail.com,080357700619
Kemi,Bello,kemi.bello,2007-08-22,FEMALE,SS3 Science,Mrs Bello,parent.kemi.bello.bello@gmail.com,080343655402
Abdullahi,Bello,abdullahi.bello,2008-04-14,MALE,SS3 Science,Mr Bello,parent.abdullahi.bello.bello@gmail.com,080373172851
Adaobi,Abubakar,adaobi.abubakar,2007-07-04,FEMALE,SS3 Science,Mrs Abubakar,parent.adaobi.abubakar.abubakar@gmail.com,080391544389
Safiya,Ojo,safiya.ojo2,2006-02-16,FEMALE,SS3 Science,Mrs Ojo,parent.safiya.ojo2.ojo@gmail.com,080393084114
Tobi,Abubakar,tobi.abubakar,2006-11-24,MALE,SS3 Science,Mr Abubakar,parent.tobi.abubakar.abubakar@gmail.com,080359664630
Yemi,Adewale,yemi.adewale,2006-07-22,FEMALE,SS3 Science,Mrs Adewale,parent.yemi.adewale.adewale@gmail.com,080398074443
Safiya,Olowu,safiya.olowu,2007-05-23,FEMALE,SS3 Arts,Mrs Olowu,parent.safiya.olowu.olowu@gmail.com,080341411815
Aisha,Osuji,aisha.osuji,2007-06-03,FEMALE,SS3 Arts,Mrs Osuji,parent.aisha.osuji.osuji@gmail.com,080338330143
Wale,Idris,wale.idris,2008-06-24,MALE,SS3 Arts,Mr Idris,parent.wale.idris.idris@gmail.com,080375461291
Ayomide,Osuji,ayomide.osuji,2007-03-24,FEMALE,SS3 Arts,Mrs Osuji,parent.ayomide.osuji.osuji@gmail.com,080370677221
Ifeoma,Oyelaran,ifeoma.oyelaran,2006-11-27,FEMALE,SS3 Arts,Mrs Oyelaran,parent.ifeoma.oyelaran.oyelaran@gmail.com,080336524923
Kosisochukwu,Akinwale,kosisochukwu.akinwale,2008-08-07,FEMALE,SS3 Arts,Mrs Akinwale,parent.kosisochukwu.akinwale.akinwale@gmail.com,080377495007
Musa,Adewale,musa.adewale,2008-08-03,MALE,SS3 Arts,Mr Adewale,parent.musa.adewale.adewale@gmail.com,080379957570
Godwin,Ogunleye,godwin.ogunleye,2006-07-09,MALE,SS3 Arts,Mr Ogunleye,parent.godwin.ogunleye.ogunleye@gmail.com,080399522542
David,Ekwueme,david.ekwueme,2008-05-01,MALE,SS3 Arts,Mr Ekwueme,parent.david.ekwueme.ekwueme@gmail.com,080347898395
Abdullahi,Musa,abdullahi.musa,2008-07-06,MALE,SS3 Arts,Mr Musa,parent.abdullahi.musa.musa@gmail.com,080335098805
Faith,Nwachukwu,faith.nwachukwu,2006-01-09,FEMALE,SS3 Commerce,Mrs Nwachukwu,parent.faith.nwachukwu.nwachukwu@gmail.com,080381913108
Emmanuel,Abubakar,emmanuel.abubakar,2008-12-18,MALE,SS3 Commerce,Mr Abubakar,parent.emmanuel.abubakar.abubakar@gmail.com,080318338728
Nnamdi,Adenuga,nnamdi.adenuga,2008-06-12,MALE,SS3 Commerce,Mr Adenuga,parent.nnamdi.adenuga.adenuga@gmail.com,080315094735
Amara,Chukwu,amara.chukwu,2007-05-01,FEMALE,SS3 Commerce,Mrs Chukwu,parent.amara.chukwu.chukwu@gmail.com,080335871132
Esther,Adewale,esther.adewale,2006-08-14,FEMALE,SS3 Commerce,Mrs Adewale,parent.esther.adewale.adewale@gmail.com,080348974651
Tobi,Bakare,tobi.bakare,2007-02-23,MALE,SS3 Commerce,Mr Bakare,parent.tobi.bakare.bakare@gmail.com,080314854093
Rukaiya,Uzoma,rukaiya.uzoma,2007-07-27,FEMALE,SS3 Commerce,Mrs Uzoma,parent.rukaiya.uzoma.uzoma@gmail.com,080323942062
Chiamaka,Suleiman,chiamaka.suleiman,2008-11-19,FEMALE,SS3 Commerce,Mrs Suleiman,parent.chiamaka.suleiman.suleiman@gmail.com,080389914411
Ezinne,Odoemelam,ezinne.odoemelam,2006-07-23,FEMALE,SS3 Commerce,Mrs Odoemelam,parent.ezinne.odoemelam.odoemelam@gmail.com,080334821361
Kelechi,Odoemelam,kelechi.odoemelam,2007-11-01,MALE,SS3 Commerce,Mr Odoemelam,parent.kelechi.odoemelam.odoemelam@gmail.com,080389264255
